c,v,clauses_vars_ratio,vars_clauses_ratio,vcg_var_mean,vcg_var_coeff,vcg_var_min,vcg_var_max,vcg_var_entropy,vcg_clause_mean,vcg_clause_coeff,vcg_clause_min,vcg_clause_max,vcg_clause_entropy,vg_mean,vg_coeff,vg_min,vg_max,pnc_ratio_mean,pnc_ratio_coeff,pnc_ratio_min,pnc_ratio_max,pnc_ratio_entropy,pnv_ratio_mean,pnv_ratio_coeff,pnv_ratio_min,pnv_ratio_max,pnv_ratio_entropy,pnv_ratio_stdev,binary_ratio,ternary_ratio,ternary+,hc_fraction,hc_var_mean,hc_var_coeff,hc_var_min,hc_var_max,hc_var_entropy,unit_props_at_depth_1,unit_props_at_depth_4,unit_props_at_depth_16,unit_props_at_depth_64,unit_props_at_depth_256,mean_depth_to_contradiction_over_vars,estimate_log_number_nodes_over_vars,weighted_backtrack_estimate,knuths_estimate,recursive_estimate,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,saps_EstACL_Mean,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,gsat_EstACL_Mean,label
681.0,238.0,2.861344537815126,0.3494860499265785,0.0111427831044312,0.9052998667694724,0.0058737151248164,0.1116005873715124,1.8800383357230224,0.0111427831044312,0.1830712501049309,0.0042016806722689,0.0126050420168067,0.6669719687210193,0.0077678648551931,0.9422508407180228,0.0029368575624082,0.0543318649045521,0.279980420949584,0.969465102501106,0.0,1.0,0.898426250723509,0.089870533618692,1.0526276022381664,0.0,0.3333333333333332,1.1999926568908237,0.0946002043149083,0.3377386196769457,0.657856093979442,0.9955947136563876,0.8105726872246696,0.0087612137365959,0.9208208993850524,0.0029368575624082,0.066079295154185,1.6117577210859535,0.0126050420168067,0.0714285714285714,0.1092436974789916,0.7100840336134454,0.7100840336134454,0.8647766799027303,0.9433182379424168,0.0,0.0,239.0,6.6995,2.37505934628,48.5576,0.211646267229,50.0,42.0,57.0,0.935921403591,0.60893652825,1.11408208583,3.1489522291,13881156514.374992,10.0395,1.53171235406,48.635,0.21014842246,50.0,42.0,57.0,0.954567593758,0.591296044051,1.14165619481,3.19721715403,9240514972.605938,gpmc
368.0,140.0,2.628571428571429,0.3804347826086957,0.0180124223602484,0.5107531276767956,0.0054347826086956,0.0543478260869565,1.851609339538293,0.0180124223602484,0.4838350069104235,0.0071428571428571,0.0357142857142857,0.6712284613401918,0.0255046583850931,0.8090786476595425,0.0108695652173913,0.0951086956521739,0.1630434782608696,1.848242408343668,0.0,1.0,0.671228461340192,0.28,1.0343939508142197,0.0,0.6666666666666667,1.0600083017342066,0.2896303062279814,0.7608695652173914,0.0,0.7608695652173914,0.8097826086956522,0.0112189440993788,0.3817065415493214,0.0027173913043478,0.0271739130434782,1.6370559139069314,0.1214285714285714,0.1714285714285714,0.3642857142857142,0.4714285714285714,0.4714285714285714,0.5958137788623992,0.6208292098801718,0.0,0.0,141.0,1.8028,1.26538433372,34.3941,0.125243163325,34.0,29.0,40.0,1.30056488269,0.262273972244,0.913575541515,0.0432233236313,2661.88449681,6.2572,0.392394427469,34.3942,0.124437677344,34.0,29.0,40.0,1.69303604474,0.24495110941,0.969014962428,0.0299301539198,5401.64199756,d4
1935.0,1920.0,1.0078125,0.992248062015504,0.0017595284237726,1.7237197394953414,0.0,0.0124031007751937,1.280403620403075,0.0017595284237726,0.1616527739793423,0.0005208333333333,0.0020833333333333,0.7992847211143861,0.0029776076287704,0.6319541671985259,0.0010335917312661,0.0093023255813953,0.3919035314384151,0.7722796720104105,0.0,1.0,1.3013938326104422,0.011958912037037,3.4534462261530443,0.0,0.25,0.3703844861080866,0.0412994596432017,0.0299741602067183,0.5602067183462532,0.5901808785529715,0.4082687338501292,0.0006791020671834,1.8209739400282745,0.0,0.0046511627906976,1.0400949027153037,0.0,0.0,0.0,0.0,0.0,0.0571056547619047,0.1282597574314598,0.0,0.0,1921.0,0.0123084652097,12.1080175746,102.180607887,0.0644703783718,102.0,94.0,111.0,0.534766992446,0.16698718229,0.788580790924,0.0340972579165,12974.9552263,30.9867284601,0.204731231064,102.33768696,0.0667075699267,102.0,94.0,111.0,0.398129123376,0.824693591967,0.935730474477,0.0927137205936,35618.2254106,gpmc
3452.0,2821.0,1.2236795462601917,0.81720741599073,0.0009681568011474,1.4367743929268038,0.000289687137891,0.0060834298957126,1.1928784545893003,0.0009681568011474,0.1623301124666481,0.0007089684509039,0.0010634526763559,0.582091319716001,0.0016980739142739,1.4084322833909848,0.000289687137891,0.0110081112398609,0.3781382773271534,0.7128846116658919,0.0,1.0,0.7684298433427768,0.9751705240047318,0.0604431317749968,0.3333333333333333,1.0,0.7074659248124506,0.0589423604855107,0.2688296639629201,0.7311703360370799,1.0,0.93279258400927,0.0009205088635432,1.3978094785754522,0.000289687137891,0.0057937427578215,1.1880888467932569,0.0,0.0,0.0,0.0,0.0,0.48933593288432,0.9973112504428496,0.0,0.0,2822.0,0.0446880269815,48.7031826475,191.546795953,0.055147545448,192.0,178.0,205.0,1.013591399,0.0702955464613,0.823773954406,0.021208206302,22161.8179174,58.5427295918,0.196008506595,191.715561224,0.053628402988,192.0,179.0,205.0,0.247527900911,0.702251349272,0.923327058241,0.0269766333066,126892.855165,gpmc
694.0,294.0,2.360544217687075,0.4236311239193083,0.0076555117724323,0.4935128324634452,0.0028818443804034,0.0403458213256484,1.7761021741372671,0.0076555117724323,0.1969543212798095,0.0034013605442176,0.010204081632653,0.5943781593893305,0.0058126997196573,0.5199948331088564,0.0014409221902017,0.031700288184438,0.5456292026897214,0.8356446901672513,0.0,1.0,1.0258289707112462,0.1137346402652524,0.934067124538816,0.0,0.3333333333333333,1.2117678295776348,0.106235788393021,0.7406340057636888,0.255043227665706,0.9956772334293948,0.6628242074927954,0.0049108980768099,0.5232587371246341,0.0014409221902017,0.0244956772334293,1.6578032172475832,0.0136054421768707,0.2891156462585034,0.2891156462585034,0.2891156462585034,0.2891156462585034,0.8565594522598683,0.9882609385531248,0.0,0.0,295.0,2.454,1.16593582011,71.6768,0.084722386223,72.0,64.0,79.0,0.779673799461,0.179206054502,0.811576028368,0.0462676131616,10765.9922145,10.0729,0.382623067585,71.5858,0.0868407814424,72.0,64.0,80.0,0.822829423441,0.209988875882,0.855567883171,0.0458015729285,16475.9796985,d4
109882.0,9603.0,11.442465896074143,0.0873937496587248,2.300333950494465e-05,8.231381403044882,0.0,0.0045249981555714,0.433626438691776,2.300333950494465e-05,0.8196344970560018,5.130362511415056e-06,0.0001590412378538,1.8978986041943244,0.000166508901978,1.2974890337775202,8.19746042675979e-06,0.0010820647763322,0.4263192141079579,0.7300792383535715,0.0,1.0,2.0834454518988244,0.0207352359623587,4.932645780022183,0.0,0.951219512195122,0.3886877431873475,0.1022795741674929,0.2283648525686742,0.2171917140070006,0.4455565665756748,0.3589421997065309,5.611987178235222e-06,8.025405941861699,0.0,0.001090262236759,0.3691844212200316,1.0260725022830113e-05,1.0260725022830113e-05,1.0260725022830113e-05,1.0260725022830113e-05,1.0260725022830113e-05,0.0026036589745431,0.003560471582922,0.0,963.9664918806568,195074.0,199.222222222,2.99435402566,3649.33333333,0.375184396838,4115.0,0.0,4148.0,0.835290939636,1.39255133986,0.98569802515,0.0662891988241,599660.6248,482.5,0.333926008684,3576.0,0.40408646481,4079.5,0.0,4102.0,0.508811910676,2.1127845274,1.00527601097,0.0277523542239,1630627.96786,gpmc
321.0,120.0,2.675,0.3738317757009345,0.0207943925233644,0.4706451150652156,0.0,0.0498442367601246,1.9036911003747856,0.0207943925233644,0.4911938969514606,0.0083333333333333,0.0416666666666666,0.7092947476546394,0.0298745906222541,0.7480134691042631,0.0124610591900311,0.0809968847352024,0.1775700934579439,1.7913303062048545,0.0,1.0,0.7092947476546394,0.2672222222222222,1.0513236213652808,0.0,0.6666666666666667,1.1129235173621357,0.2809370343759445,0.7476635514018691,0.0,0.7476635514018691,0.8130841121495327,0.013006230529595,0.3507469376193406,0.0,0.0249221183800623,1.6163075477814388,0.0083333333333333,0.075,0.275,0.275,0.275,0.375,0.375,0.0,0.0,121.0,3.0231,0.93245131764,29.1663,0.134426971212,29.0,24.0,34.0,1.23644109559,0.263520818064,0.880614084793,0.0590903077121,2115.27897693,7.9168,0.373691086501,29.1837,0.133217658339,29.0,24.0,34.0,1.59074656866,0.270774269535,0.949178055179,0.0443681160663,3895.39885775,d4
545.0,216.0,2.5231481481481484,0.3963302752293578,0.0108647638464152,0.7337733678228574,0.0036697247706422,0.0568807339449541,1.818209317110096,0.0108647638464152,0.2139986082222968,0.0046296296296296,0.0138888888888888,0.7161305353458504,0.0074583758069996,0.5897045130096112,0.0018348623853211,0.0293577981651376,0.6097859327217126,0.7075700860417482,0.0,1.0,1.0153966177342482,0.1101652727996813,0.9667447660525657,0.0,0.3333333333333333,1.0603925395895497,0.106501700879845,0.6275229357798165,0.3596330275229358,0.9871559633027523,0.6275229357798165,0.0064984709480122,0.5876467644113965,0.0018348623853211,0.0238532110091743,1.8011604048762595,0.0324074074074074,0.1527777777777778,0.4722222222222222,0.4722222222222222,0.4722222222222222,0.8479474905715114,0.965500428962614,0.0,0.0,217.0,3.9627,0.647155145612,50.3792,0.098254349288,50.0,44.0,57.0,0.92143604433,0.178737832918,0.810572110962,0.0532288377277,4750.25708097,9.4376,0.55066964262,50.4183,0.0999480879797,50.0,44.0,57.0,0.971509368848,0.247663134513,0.855483152278,0.0648363420387,6756.94059674,ganak
3041.0,3025.0,1.005289256198347,0.9947385728378824,0.0011167487858767,1.7332023103312315,0.0,0.0078921407431765,1.2581495147269597,0.0011167487858767,0.1564202375035206,0.0003305785123966,0.0013223140495867,0.7669296060254609,0.0019049277788536,0.6315540810421857,0.0006576783952647,0.0059191055573824,0.3944974240929518,0.7663660891738672,0.0,1.0,1.2957984684383574,0.0133122130394857,3.3311801098527454,0.0,0.25,0.384227321567079,0.0443453792952573,0.0210457086484709,0.5787569878329497,0.5998026964814206,0.4094048010522854,0.0004331980834925,1.8300389609453105,0.0,0.0029595527786912,1.031156465969974,0.0,0.0,0.0,0.0,0.0,0.0430539157811885,0.082982717409102,0.0,0.0,3026.0,0.102954755309,10.5620472711,160.448753463,0.0520457788704,161.0,150.0,171.0,0.47975868485,0.179604877286,0.790078016008,0.028222890461,28904.3835454,44.3979771328,0.227327914715,160.613896218,0.0567361020897,161.0,150.0,172.0,0.242058143121,0.832779685207,0.920415784095,0.0411911051648,83345.7902026,gpmc
395.0,390.0,1.0128205128205128,0.9873417721518988,0.0078740668614086,1.6606460603768738,0.0,0.050632911392405,1.1721193837799295,0.0078740668614086,0.1638591617547486,0.0025641025641025,0.0102564102564102,0.7373384898330451,0.013640657472133,0.4511580186922101,0.0050632911392405,0.0354430379746835,0.459915611814346,0.677384872232321,0.0,1.0,1.0877888732242027,0.0236538461538461,2.8580560469960186,0.0,0.6000000000000001,0.5116507875101586,0.0676040180347135,0.0860759493670886,0.7493670886075949,0.8354430379746836,0.4734177215189873,0.0035897435897435,1.7062716591823224,0.0,0.020253164556962,1.088735524098941,0.0,0.0,0.0,0.0076923076923076,0.0076923076923076,0.1424117428465254,0.3246377783274672,0.0,0.0,391.0,1.9019,0.859621414633,24.352,0.137445008305,24.0,20.0,29.0,0.599039706368,0.365247201111,0.783571318719,0.0845056043132,727.353620074,10.8898,0.242441790381,24.3697,0.136661306093,24.0,20.0,29.0,1.18068522278,0.399343899403,0.964633930306,0.0469522196448,1913.42568409,d4
